"","id_outbreak","Year","icd10n","icd103n","icd104n","icd10c","icd103c","icd104c","Disease","Definition","Country","iso2","iso3","unsd_region","unsd_subregion","who_region","DONs"
"287","2025ROUJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Romania","RO","ROU","Europe","Eastern Europe","European Region","DON2938"
"288","2025ROUU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Romania","RO","ROU","Europe","Eastern Europe","European Region","Coronavirus dashboard"
"289","2025RUSB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Russian Federation","RU","RUS","Europe","Eastern Europe","European Region","DON2936"
"290","2025RUSJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Russian Federation","RU","RUS","Europe","Eastern Europe","European Region","DON2938"
"291","2025RUSU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Russian Federation","RU","RUS","Europe","Eastern Europe","European Region","Coronavirus dashboard"
"292","2025RWAA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Rwanda","RW","RWA","Africa","Sub-Saharan Africa","African Region","DON2928"
"293","2025RWAB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Rwanda","RW","RWA","Africa","Sub-Saharan Africa","African Region","DON2936"
"294","2025RWAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Rwanda","RW","RWA","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"295","2025SAUA390","2025","Other bacterial diseases","Meningococcal infection","Meningococcal meningitis","A30-A49","A39","A390","Meningococcal meningitis","A condition of the meninges, caused by an infection with the gram-negative bacteria Neisseria meningitidis. This condition is characterised by high fever, stiff neck, severe headache, vomiting, purpura, photophobia, and sometimes chills, altered mental status, or seizures. Transmission is through haematogenous spread to the meninges after droplet transmission or direct contact. Confirmation is by identification of Neisseria meningitidis through a lumbar puncture, agglutination tests, or polymerase chain reaction.","Saudi Arabia","SA","SAU","Asia","Western Asia","Eastern Mediterranean Region","DON2913"
"296","2025SAUJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Saudi Arabia","SA","SAU","Asia","Western Asia","Eastern Mediterranean Region","DON2938"
"297","2025SAUU040","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Severe acute respiratory syndrome [SARS]","Middle East respiratory syndrome coronavirus [MERS-CoV]","U00-U49","U04","U040","Middle East respiratory syndrome","A disease caused by an infection with Middle East Respiratory Syndrome coronavirus (MERS-CoA). This disease is characterised by severe acute respiratory illness with fever, cough, and shortness of breath. Confirmation is by identification of Middle East Respiratory Syndrome coronavirus from genetic material.","Saudi Arabia","SA","SAU","Asia","Western Asia","Eastern Mediterranean Region","DON2939, DON2918, DON2910"
"298","2025SDNA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Sudan","SD","SDN","Africa","Northern Africa","Eastern Mediterranean Region","DON2928"
"299","2025SDNJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Sudan","SD","SDN","Africa","Northern Africa","Eastern Mediterranean Region","DON2938"
"300","2025SENA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Senegal","SN","SEN","Africa","Sub-Saharan Africa","African Region","DON2931"
"301","2025SENA924","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Rift Valley fever","A92-A99","A92","A924","Rift Valley fever","A disease caused by an infection with Rift Valley fever virus. This disease is commonly asymptomatic. This disease may also present with fever, liver abnormalities, weakness, back pain, or dizziness. Transmission is through the bite of an infected mosquito. Confirmation is commonly by detection of Rift Valley fever virus specific IgM or IgG antibodies in a blood sample.","Senegal","SN","SEN","Africa","Sub-Saharan Africa","African Region","DON2932"
"302","2025SENJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Senegal","SN","SEN","Africa","Sub-Saharan Africa","African Region","DON2938"
"303","2025SENU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Senegal","SN","SEN","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"304","2025SGPA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Singapore","SG","SGP","Asia","South-eastern Asia","Western Pacific Region","DON2931"
"305","2025SGPJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Singapore","SG","SGP","Asia","South-eastern Asia","Western Pacific Region","DON2938"
"306","2025SLBJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Solomon Islands","SB","SLB","Oceania","Melanesia","Western Pacific Region","DON2938"
"307","2025SLVU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","El Salvador","SV","SLV","Americas","Latin America and the Caribbean","Region of the Americas","Coronavirus dashboard"
"308","2025SOMA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Somalia","SO","SOM","Africa","Sub-Saharan Africa","Eastern Mediterranean Region","DON2928"
"309","2025SOMA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Somalia","SO","SOM","Africa","Sub-Saharan Africa","Eastern Mediterranean Region","DON2931"
"310","2025SOMJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Somalia","SO","SOM","Africa","Sub-Saharan Africa","Eastern Mediterranean Region","DON2938"
"311","2025SRBJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Serbia","RS","SRB","Europe","Southern Europe","European Region","DON2938"
"312","2025SRBU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Serbia","RS","SRB","Europe","Southern Europe","European Region","Coronavirus dashboard"
"313","2025SSDA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","South Sudan","SS","SSD","Africa","Sub-Saharan Africa","African Region","DON2928"
"314","2025SSDU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","South Sudan","SS","SSD","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"315","2025SURJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Suriname","SR","SUR","Americas","Latin America and the Caribbean","Region of the Americas","DON2938"
"316","2025SURU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Suriname","SR","SUR","Americas","Latin America and the Caribbean","Region of the Americas","Coronavirus dashboard"
"317","2025SVKJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Slovakia","SK","SVK","Europe","Eastern Europe","European Region","DON2938"
"318","2025SVKU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Slovakia","SK","SVK","Europe","Eastern Europe","European Region","Coronavirus dashboard"
"319","2025SVNJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Slovenia","SI","SVN","Europe","Southern Europe","European Region","DON2938"
"320","2025SVNU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Slovenia","SI","SVN","Europe","Southern Europe","European Region","Coronavirus dashboard"
"321","2025SWEU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Sweden","SE","SWE","Europe","Northern Europe","European Region","Coronavirus dashboard"
"322","2025TCAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Turks and Caicos Islands","TC","TCA","Americas","Latin America and the Caribbean",NA,"Coronavirus dashboard"
"323","2025TCDA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Chad","TD","TCD","Africa","Sub-Saharan Africa","African Region","DON2928"
"324","2025TCDA369","2025","Other bacterial diseases","Diphtheria","Diphtheria, unspecified","A30-A49","A36","A369","Diphtheria, unspecified","A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterised by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected tissue, and by clinical signs.","Chad","TD","TCD","Africa","Sub-Saharan Africa","African Region","DON2934"
"325","2025TGOA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Togo","TG","TGO","Africa","Sub-Saharan Africa","African Region","DON2928"
"326","2025TGOJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Togo","TG","TGO","Africa","Sub-Saharan Africa","African Region","DON2938"
"327","2025TGOU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Togo","TG","TGO","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"328","2025THAA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Thailand","TH","THA","Asia","South-eastern Asia","South-East Asia Region","DON2928"
"329","2025THAA220","2025","Certain zoonotic bacterial diseases","Anthrax","Cutaneous anthrax","A20-A28","A22","A220","Cutaneous anthrax","A disease caused by an infection with the gram-positive bacteria Bacillus anthracis. This disease presents with clinical signs depending on the route of infection. Transmission is by inhalation, ingestion, or cutaneous contact with Bacillus anthracis spores. Confirmation is by identification of Bacillus anthracis in a sample, or detection of antibodies or toxins.","Thailand","TH","THA","Asia","South-eastern Asia","South-East Asia Region","DON2923"
"330","2025THAA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Thailand","TH","THA","Asia","South-eastern Asia","South-East Asia Region","DON2931"
"331","2025THAB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Thailand","TH","THA","Asia","South-eastern Asia","South-East Asia Region","DON2936"
"332","2025THAJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Thailand","TH","THA","Asia","South-eastern Asia","South-East Asia Region","DON2938"
"333","2025THAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Thailand","TH","THA","Asia","South-eastern Asia","South-East Asia Region","Coronavirus dashboard"
"334","2025TKLJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Tokelau","TK","TKL","Oceania","Polynesia",NA,"DON2938"
"335","2025TLSA829","2025","Viral infections of the central nervous system","Rabies","Rabies, unspecified","A80-A89","A82","A829","Rabies, unspecified","A disease caused by infection with the rabies virus. This disease is characterised by fever, and headache, followed by neurological symptoms dominated by a furious or paralytic form.","Timor-Leste","TL","TLS","Asia","South-eastern Asia","South-East Asia Region","DON2925"
"336","2025TONJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Tonga","TO","TON","Oceania","Polynesia","Western Pacific Region","DON2938"
"337","2025TTOA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","Trinidad and Tobago","TT","TTO","Americas","Latin America and the Caribbean","Region of the Americas","DON2931"
"338","2025TURJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Turkey","TR","TUR","Asia","Western Asia","European Region","DON2938"
"339","2025TURU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Turkey","TR","TUR","Asia","Western Asia","European Region","Coronavirus dashboard"
"340","2025TUVJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Tuvalu","TV","TUV","Oceania","Polynesia","Western Pacific Region","DON2938"
"341","2025TZAA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Tanzania United Republic of","TZ","TZA","Africa","Sub-Saharan Africa","African Region","DON2928"
"342","2025TZAA983","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other viral haemorrhagic fevers, not elsewhere classified","Marburg virus disease","A92-A99","A98","A983","Marburg disease","A severe disease with high case fatality caused by infection with Marburg virus or a closely related virus. Marburg disease is typically characterised by acute onset of fever with non-specific symptoms/signs (e.g., abdominal pain, anorexia, fatigue, malaise, myalgia, sore throat) usually followed several days later by nausea, vomiting, diarrhoea, and occasionally a variable rash. Severe illness may include haemorrhagic manifestations (e.g., bleeding from puncture sites, ecchymoses, petechiae, visceral effusions), encephalopathy, shock/hypotension, multi-organ failure. Common laboratory findings include thrombocytopenia, elevated transaminase concentrations, electrolyte abnormalities, and signs of renal dysfunction. Individuals who recover may experience prolonged sequelae (e.g., arthralgia, neurocognitive dysfunction, uveitis), and clinical and subclinical persistent infection may occur in immune-privileged compartments (e.g., CNS, eyes, testes). Person-to-person transmission occurs by direct contact with blood, other bodily fluids, organs, or contaminated surfaces and materials with risk beginning at the onset of clinical signs and increasing with disease severity. Family members, sexual contacts, healthcare providers, and participants in burial ceremonies with direct contact with the deceased are at particular risk. The incubation period typically is 7–11 days (range ≈2–21 days).","Tanzania United Republic of","TZ","TZA","Africa","Sub-Saharan Africa","African Region","DON2909, DON2905, DON2901"
"343","2025TZAB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Tanzania United Republic of","TZ","TZA","Africa","Sub-Saharan Africa","African Region","DON2936"
"344","2025TZAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Tanzania United Republic of","TZ","TZA","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"345","2025UGAA000","2025","Intestinal infectious diseases","Cholera","Classical cholera","A00-A09","A00","A000","Cholera","Intestinal infection due to Vibrio cholerae","Uganda","UG","UGA","Africa","Sub-Saharan Africa","African Region","DON2928"
"346","2025UGAA988","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other viral haemorrhagic fevers, not elsewhere classified","Other specified viral haemorrhagic fevers","A92-A99","A98","A988","Sudan virus disease","Ebola disease caused by Sudan virus.","Uganda","UG","UGA","Africa","Sub-Saharan Africa","African Region","DON2915, DON2908, DON2906, DON2904"
"347","2025UGAB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","Uganda","UG","UGA","Africa","Sub-Saharan Africa","African Region","DON2936"
"348","2025UGAU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Uganda","UG","UGA","Africa","Sub-Saharan Africa","African Region","Coronavirus dashboard"
"349","2025UKRJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","Ukraine","UA","UKR","Europe","Eastern Europe","European Region","DON2938"
"350","2025UKRU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Ukraine","UA","UKR","Europe","Eastern Europe","European Region","Coronavirus dashboard"
"351","2025URYU071","2025","Provisional assignment of new diseases of uncertain etiology or emergency use","Emergency use of U07","COVID-19, virus identified","U00-U49","U07","U071","COVID-19","Infectious disease caused by the SARS-CoV-2 virus.","Uruguay","UY","URY","Americas","Latin America and the Caribbean","Region of the Americas","Coronavirus dashboard"
"352","2025USAA920","2025","Arthropod-borne viral fevers and viral haemorrhagic fevers","Other mosquito-borne viral fevers","Chikungunya virus disease","A92-A99","A92","A920","Chikungunya mosquito-borne viral fever","Individuals are infected with the virus through a mosquito bite from Aedes mosquitos (Aedes albopictus and A. aegypti). Concomitant fever and arthalgia are a common specific sign although infection can present with non-specific symptoms that can be confused with Dengue including headache, rash and myalgia. Free virions are transported via the blood to the liver (hepatocyte apoptosis), muscle, joints and secondary lymphoid organs (adenopathy), wherein the virus replicates. Viral replication is associated with an infiltration of mononuclear cells including macrophages, which underlies the debilitating pain experienced in the muscles and joints, which can persist for months to years post infection. A small percentage of infected individuals remain asymptomatic, this is more common in patients under 25 years old. Age over 40 years is a risk factor for chronicity of symptoms. Encephalitis, Guillain-Barre sundrome and arthritis are rare complications of infection with Chikungya virus.","United States of America","US","USA","Americas","Northern America","Region of the Americas","DON2931"
"353","2025USAB04","2025","Viral infections characterized by skin and mucous membrane lesions","Monkeypox","Monkeypox","B00-B09","B04","B04","Monkeypox","A disease caused by an infection with monkeypox virus. In the first phase, this disease is characterised by lymphadenopathy, fever, headache, or malaise","United States of America","US","USA","Americas","Northern America","Region of the Americas","DON2936"
"354","2025USAB05","2025","Viral infections characterized by skin and mucous membrane lesions","Measles","Measles","B00-B09","B05","B05","Measles","A disease of the respiratory system, caused by an infection with Morbillivirus. This disease is characterised by a blotchy rash, fever, cough, conjunctivitis, or malaise. This disease may also present with tiny white spots with bluish-white centres inside the mouth. Transmission is by inhalation of infected respiratory secretions, airborne transmission or direct contact. Confirmation is by detection of Morbillivirus RNA or measles-specific IgM antibodies.","United States of America","US","USA","Americas","Northern America","Region of the Americas","DON2916, DON2911"
"355","2025USAJ090","2025","Influenza and pneumonia","Influenza due to identified zoonotic or pandemic influenza virus","Influenza due to identified zoonotic or pandemic influenza virus","J09-J18","J09","J090","Influenza due to identified zoonotic or pandemic influenza virus","Influenza, caused by influenza virus strains of special epidemiological importance with an animal-human or inter-human transmission.","United States of America","US","USA","Americas","Northern America","Region of the Americas","DON2938, DON2937"
